Deployment_Date,File_Number,checkout,Site,Seapac_SN, Current_Sensor_SN,"Sensor, norman",Modem_Type,Deployment_Ship,Deployment_Date,,Dep-date norman,"Dep-time,norman",Recovery_Date,,Recovery date,Recovery time,Recovery_Ship,Deployed_Days,,inclination,Comments,,,,,,,,,,,,
2008-09-28,,,V,,,DCS70,,,9/28/2008,12:30:00,9/28/2008,12:30:00,3/4/2009,12:00:00,3/4/2009,12:00:00,,,4.75,4.75,Went_adrift_on_02/18/2009.,Went_adrift_on_02/18/2009.,27.8958,93.6125,4.75,,Went_adrift_on_02/18/2009.,,,,,,255
2008-10-09,50039-10-02-08,65,W,50039,126,DCS3900R,Globalstar,R/V Brooks McCall,10/9/2008,,10/9/2008,14:30:00,11/20/2008,,11/20/2008,5:30:00,Truck,42,,3.37,Went_adrift_on_?._Recovered_on_San_Jose_Island,,,,,,,,,,,,
2008-10-09,40018-12-21-06,39,D,40018,64,DCS/64,Globalstar,R/V Brooks McCall,10/9/2008,,10/9/2008,19:30:00,1/1/2009,,1/2/2009,0:00:00,Truck,84,,5.33,-,,,,,,,,,,,,
2008-10-10,018-08-06-08,146,J,System 18,216,DCS3900,Globalstar,R/V Brooks McCall,10/10/2008,,10/10/2008,13:00:00,1/23/2009,,1/24/2009,4:30:00,R/V Brooks McCall,105,,5.48,-,,,,,,,,,,,,
2008-10-10,225M01-10-06-08,160,K,225m01,232,DCS3900,Globalstar,R/V Brooks McCall,10/10/2008,,10/10/2008,19:00:00,3/24/2010,,3/24/2010,17:30:00,R/V Brooks McCall,530,,5.38,-,,,,,,,,,,,,
2009-01-22,80085-10-27-08,85,W,80085,233,DCS3900R,Globalstar,R/V Brooks McCall,1/22/2009,,1/23/2009,6:00:00,8/14/2009,,8/14/2009,19:30:00,R/V Ferrel,204,,3.37,-,,,,,,,,,,,,
2009-01-23,0110-11-13-08,21,D,110,63,DCS/63,Globalstar,R/V Brooks McCall,1/23/2009,,1/23/2009,13:30:00,8/14/2009,,8/14/2009,12:00:00,R/V Ferrel,203,,5.33,-,,,,,,,,,,,,
2009-01-23,80086-10-23-08,74,J,80086,66,DCS3900,Globalstar,R/V Brooks McCall,1/23/2009,,1/24/2009,5:00:00,8/13/2009,,8/13/2009,20:30:00,R/V Ferrel,202,,5.48,-,,,,,,,,,,,,
2009-06-18,40016-03-23-09,46,F,40016,69,DCS3900,Globalstar,R/V Ferrel,6/18/2009,,6/19/2009,3:00:00,11/19/2009,,11/19/2009,2:00:00,R/V Ferrel,154,,3.83,-, ,,,,,,,,,,,
2009-06-19,009-12-05-08,130,B,System 9,507,DCS/507,Globalstar,R/V Ferrel,6/19/2009,,6/19/2009,9:30:00,11/18/2009,,11/18/2009,21:00:00,R/V Ferrel,152,,4.23,-,,,,,,,,,,,,
2009-06-19,50039-04-06-09,66,R,50039,126,DCS3900,Globalstar,R/V Ferrel,6/19/2009,,6/19/2009,19:30:00,11/18/2009,,11/18/2009,4:00:00,R/V Ferrel,152,,3.43,-,,,,,,,,,,,,
2009-08-12,225M03-07-17-09,155,V,225m03,137,DCS/137,Globalstar,R/V Ferrel,8/12/2009,,8/12/2009,12:30:00,8/20/2010,,12/31/2010,0:00:00,DSV Gulf Freedom,373,,4.75,-,,,,,,,,,,,,
2009-08-12,225M02-07-17-09,158,N,225m02,138,DCS138,Globalstar,R/V Ferrel,8/12/2009,,8/12/2009,18:30:00,2/18/2010,,2/18/2010,15:30:00,R/V Ferrel,190,,3.98,-,,,,,,,,,,,,
2009-08-13,008-07-15-09,124,J,System 8,67,DCS3900,Globalstar,R/V Ferrel,8/13/2009,,8/13/2009,21:00:00,11/20/2009,,11/20/2009,15:00:00,R/V Ferrel,99,,5.48,-,,,,,,,,,,,,
2009-08-14,40014-07-16-09,32,D,40014,133,DCS/133,Globalstar,R/V Ferrel,8/14/2009,,8/14/2009,12:30:00,3/25/2010,,3/25/2010,1:00:00,R/V Brooks McCall,223,,5.33,-,,,,,,,,,,,,
2009-08-14,50040-05-28-09,55,W,50040,64,DCS4100R/64,Globalstar,R/V Ferrel,8/14/2009,,8/14/2009,20:00:00,3/25/2010,,3/24/2010,22:30:00,R/V Brooks McCall,223,,3.37,-,,,,,,,,,,,,
2009-11-18,80086-09-04-09,75,R,80086,66,DCS3900,Globalstar,R/V Ferrel,11/18/2009,,11/18/2009,11:30:00,11/22/2009,,11/21/2009,16:00:00,R/V Ferrel,4,,3.43,-,,,,,,,,,,,,
2009-11-18,019-09-07-09,147,B,System 19,374,DCS/374,Globalstar,R/V Ferrel,11/18/2009,,11/18/2009,22:00:00,12/19/2009,,1/5/2010,9:30:00,R/V Ferrel,31,,4.23,-,,,,,,,,,,,,
2009-11-19,80085-08-24-09,86,F,80085,233,DCS3900,Globalstar,R/V Ferrel,11/19/2009,,11/19/2009,3:30:00,8/20/2010,,12/31/2010,0:00:00,DSV Gulf Freedom,274,,3.83,-,,,,,,,,,,,,
2009-11-20,08-2009-11-20,262,J,System 8,209,DCS3900,Globalstar,R/V Ferrel,11/20/2009,,11/20/2009,16:00:00,3/25/2010,,3/25/2010,6:30:00,R/V Brooks McCall,125,,5.48,-,,,,,,,,,,,,
2009-11-22,40016-2009-11-22,300,R,40016,69,DCS3900,Globalstar,R/V Ferrel,11/22/2009,,11/21/2009,23:59:59,12/18/2009,,12/31/2010,0:00:00,R/V Ferrel,26,,3.43,-,,,,,,,,,,,,
2009-12-18,80086-2009-12-18,299,R,80086,,DCS/66,Globalstar,R/V Ferrel,12/18/2009,,12/18/2009,,8/20/2010,,8/20/2010,,DSV Gulf Freedom,245,,,,,,,,,,,,,,,
2010-01-05,019-2010-01-05,196,B,System 19,374,DCS/374,Globalstar,R/V Ferrel,1/5/2010,,1/5/2010,10:00:00,2/18/2010,,2/19/2010,0:00:00,R/V Ferrel,44,,4.23,-,,,,,,,,,,,,
2010-02-18,012-10-11-09,136,N,System 12,114,DCS/114,Globalstar,R/V Ferrel,2/18/2010,,2/18/2010,16:00:00,8/20/2010,,12/31/2010,0:00:00,DSV Gulf Freedom,183,,3.98,-,,,,,,,,,,,,
2010-02-18,020-02-09-10,151,B,System 20,382,DCS/382,Globalstar,R/V Ferrel,2/18/2010,,2/19/2010,2:30:00,8/20/2010,,12/31/2010,0:00:00,DSV Gulf Freedom,183,,4.23,-,,,,,,,,,,,,
2010-03-25,009-01-12-10,131,K,System 9,507,DCS/507,Globalstar,R/V Brooks McCall,3/25/2010,,3/25/2010,1:30:00,10/14/2010,,12/31/2010,0:00:00,DSV Gulf Freedom,203,,5.38,-,,,,,,,,,,,,
2010-03-25,40016-01-25-10,47,D,40016,69,DCS/69,Globalstar,R/V Brooks McCall,3/25/2010,,3/25/2010,5:00:00,4/10/2010,,4/12/2010,12:00:00,Truck,16,,5.33,-,,,,,,,,,,,,
2010-03-25,019-2010-03-25,264,J,System 19,374,DCS3900,Globalstar,R/V Brooks McCall,3/25/2010,,3/25/2010,7:00:00,10/14/2010,,12/31/2010,0:00:00,DSV Gulf Freedom,203,,5.48,-,,,,,,,,,,,,
2010-03-25,50039-02-08-10,67,W,50039,126,DCS3900R,Globalstar,R/V Brooks McCall,3/25/2010,,3/27/2010,2:30:00,10/15/2010,,12/31/2010,0:00:00,DSV Gulf Freedom,204,,3.37,-,,,,,,,,,,,,
2010-08-18,40014-04-09-10,33,R,40014,133,DCS3900,Globalstar,DSV Gulf Freedom,8/18/2010,,8/18/2010,23:59:59,5/9/2011,,12/31/2010,0:00:00,R/V Ferrel,264,,3.43,-,,,,,,,,,,,,
2010-08-19,225M02-03-31-10,159,N,225m02,138,DCS138,Globalstar,DSV Gulf Freedom,8/19/2010,,8/19/2010,12:00:00,,,0000-00-00 00:00:00,0000-00-00 00:00:00,,,,3.98,-,,,,,,,,,,,,
2010-08-20,008-05-06-10,125,B,System 8,,DCS/209,Globalstar,DSV Gulf Freedom,8/20/2010,,8/20/2010,,1/21/2011,,1/21/2011,,R/V Brooks McCall,154,,,,,,,,,,,,,,,
2010-08-20,50040-04-07-10,56,F,50040,65,DCS4100R/65,Globalstar,DSV Gulf Freedom,8/20/2010,,8/20/2010,,5/7/2011,,5/7/2011,,R/V Ferrel,260,,,,,,,,,,,,,,,
2010-08-20,03-2010-08-20,316,V,225m03,,DCS/137,Globalstar,DSV Gulf Freedom,8/20/2010,,8/20/2010,,5/6/2011,,5/6/2011,,R/V Ferrel,259,,,,,,,,,,,,,,,
2010-10-14,018-06-02-10,148,J,System 18,,DCS/69,Globalstar,DSV Gulf Freedom,10/14/2010,,10/14/2010,,1/20/2011,,1/20/2011,,R/V Brooks McCall,98,,,,,,,,,,,,,,,
2010-10-14,225M01-05-10-10,161,K,225m01,232,DCS3900,Globalstar,DSV Gulf Freedom,10/14/2010,,10/14/2010,23:59:59,,,4/20/2012,17:30:00,,,,5.38,not immediately redeployed,,,,,,,,,,,,
2010-10-15,0110-08-03-10,22,W,110,,DCS/63,Globalstar,DSV Gulf Freedom,10/15/2010,,10/15/2010,,5/9/2011,,5/9/2011,,R/V Ferrel,206,,,,,,,,,,,,,,,
2010-10-15,80085-08-27-10,87,D,80085,,DCS/233,Globalstar,DSV Gulf Freedom,10/15/2010,,10/15/2010,,5/7/2011,,5/7/2011,,R/V Ferrel,204,,,,,,,,,,,,,,,
2010-10-20,,,V,,,DCS70,,,10/20/2010,23:23:59,10/20/2010,23:23:59,4/19/2012,21:10:00,4/19/2012,21:10:00,,,4.75,4.75,no sessions,no sessions,27.8958,93.6125,4.75,,no sessions,,,,,,257
2010-10-28,,,D,,,DCS-278,,,10/28/2010,5:00:00,10/28/2010,5:00:00,4/12/2010,12:00:00,4/12/2010,12:00:00,,,5.33,5.33,deploy_time_guess,deploy_time_guess,27.93295,96.8076,5.33,,deploy_time_guess,,,,,,101
2011-01-20,019-10-27-10,150,J,System 19,,DCS/374,Globalstar,R/V Brooks McCall,1/20/2011,,1/20/2011,,,,,,,,,,,,,,,,,,,,,,
2011-01-21,020-11-10-10,152,B,System 20,,DCS/382,Globalstar,R/V Brooks McCall,1/21/2011,,1/21/2011,,,,,,,,,,,,,,,,,,,,,,
2011-05-06,012-11-24-10,137,V,System 12,,DCS/114,Globalstar,R/V Ferrel,5/6/2011,,5/6/2011,,,,,,,,,,,,,,,,,,,,,,
2011-05-07,109-2011-05-07,227,D,109,,DCS/525,Globalstar,R/V Ferrel,5/7/2011,,5/7/2011,,,,,,,,,,,,,,,,,,,,,,
2011-05-07,80085-2011-05-07,242,F,80085,,DCS/233,Globalstar,R/V Ferrel,5/7/2011,,5/7/2011,,,,,,,,,,,,,,,,,,,,,,
2011-05-07,50039-2011-05-07,320,W,50039,,DCS/126,Globalstar,R/V Ferrel,5/7/2011,,5/7/2011,,,,,,,,,,,,,,,,,,,,,,
2011-05-09,110-2011-05-09,298,R,110,,DCS3900,Globalstar,R/V Ferrel,5/9/2011,,5/9/2011,23:59:59,,,12/31/2010,0:00:00,,,,3.43,-,,,,,,,,,,,,
2011-08-26,,,B,,,DCS352,,,8/26/2011,2:30:00,8/26/2011,2:30:00,2/23/2012,17:00:00,2/23/2012,17:00:00,,,4.23,4.23,no incident,no incident,28.98283,94.9162,4.23,,no incident,,,,,,56
2011-08-27,,,J,,,DCS3900,,,8/27/2011,23:59:59,8/27/2011,23:59:59,4/21/2012,3:10:00,4/21/2012,3:10:00,,,5.48,5.48,-,-,26.18833,97.05067,5.48,,-,,,,,,166
2011-10-26,,,V,,,DCS70,,,10/26/2011,23:23:59,10/26/2011,23:23:59,2/29/2012,2:30:00,2/29/2012,2:30:00,,,4.75,4.75,2/29/2012 2:30,2/29/2012 2:30,27.8958,93.6125,4.75,,2/29/2012 2:30,,,,,,258
2011-10-27,,,F,,,DCS3900,,,10/27/2011,23:59:59,10/27/2011,23:59:59,12/20/2011,7:40:00,12/20/2011,7:40:00,,,3.83,3.83,recovered adrift,recovered adrift,28.836,94.2355,3.83,,recovered adrift,,,,,,133
2011-10-28,,,D,,,U,,,10/28/2011,13:00:00,10/28/2011,13:00:00,12/20/2011,12:00:00,12/20/2011,12:00:00,,,0,0,recovered adrift buoy,recovered adrift buoy,0,0,0,,recovered adrift buoy,,,,,,281
2011-10-28,,,W,,,DCS3900R,,,10/28/2011,23:59:59,10/28/2011,23:59:59,2/25/2012,5:15:00,2/25/2012,5:15:00,,,3.37,3.37,28.3539,28.3539,28.3539,96,3.37,,28.3539,,,,,,277
2011-10-29,,,R,,,DCS3900,,,10/29/2011,16:30:00,10/29/2011,16:30:00,4/23/2012,6:10:00,4/23/2012,6:10:00,,,3.43,3.43,-,-,29.64728,93.63947,3.43,,-,,,,,,233
2011-12-20,,,D,,,U,,,12/20/2011,12:20:00,12/20/2011,12:20:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,,0,0,new buoy,new buoy,0,0,0,,new buoy,,,,,,280
2011-12-20,,,D,,,\N,,,12/20/2011,12:20:00,12/20/2011,12:20:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,,\N,\N,redeployed adrift buoy,redeployed adrift buoy,\N,\N,\N,,redeployed adrift buoy,,,,,,295
2011-12-21,,,D,,,DCS-278,,,12/21/2011,5:00:00,12/21/2011,5:00:00,12/20/2011,12:00:00,12/20/2011,12:00:00,,,5.33,5.33,27.93295,27.93295,27.93295,96.8076,5.33,,27.93295,,,,,,102
2011-12-21,,,F,,,DCS3900,,,12/21/2011,5:15:00,12/21/2011,5:15:00,2/23/2012,7:15:00,2/23/2012,7:15:00,,,2.83,2.83,28.863,28.863,28.863,94.2355,2.83,,28.863,,,,,,279
2012-02-22,,,V,,,\N,,,2/22/2012,2:32:00,2/22/2012,2:32:00,4/19/2012,21:10:00,4/19/2012,21:10:00,,,\N,\N,deployed a TABS II,deployed a TABS II,\N,\N,\N,,deployed a TABS II,,,,,,288
2012-02-22,,,R003,,,U,,,2/22/2012,10:40:00,2/22/2012,10:40:00,2/26/2012,18:45:00,2/26/2012,18:45:00,,,0,0,Test,Test,0,0,0,,Test,,,,,,291
2012-02-23,,,F,,,U,,,2/23/2012,14:00:00,2/23/2012,14:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,,0,0,,,0,0,0,,,,,,,,289
2012-02-23,,,B,,,U,,,2/23/2012,19:30:00,2/23/2012,19:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,,0,0,,,0,0,0,,,,,,,,290
2012-02-25,,,W,,,\N,,,2/25/2012,6:24:00,2/25/2012,6:24:00,4/22/2012,11:30:00,4/22/2012,11:30:00,,,\N,\N,high winds,high winds,\N,\N,\N,,high winds,,,,,,294
2012-04-19,,,V,,,\N,,,4/19/2012,21:30:00,4/19/2012,21:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,,\N,\N,,,\N,\N,\N,,,,,,,,300
2012-04-21,,,J,,,\N,,,4/21/2012,4:00:00,4/21/2012,4:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,,\N,\N,,,\N,\N,\N,,,,,,,,297
2012-04-22,,,W,,,\N,,,4/22/2012,12:35:00,4/22/2012,12:35:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,,\N,\N,,,\N,\N,\N,,,,,,,,298
2012-04-23,,,R,,,\N,,,4/23/2012,6:35:00,4/23/2012,6:35:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,,\N,\N,,,\N,\N,\N,,,,,,,,301
0000-00-00 00:00:00,,,K,,,\N,,,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,4/20/2012,22:30:00,4/20/2012,22:30:00,,,\N,\N,,,\N,\N,\N,,,,,,,,302
Deployment date,,,,,Sensor,Sensor,,,Deployment date,Deployment time,Deployment date,Deployment time,Recovery date,Recovery time,Recovery date,Recovery time,,,inclination,inclination,Comments,Comments,lat,lon,inclination,,Comments,,,,,,
